title,Release_date,Overview,Adult,Vote_count,Vote_average,Popularity,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
The Country Bears,2002-07-26,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",False,39,4.2,3.998,35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-country-bears,18357,"[{""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4507, ""name"": ""clowning""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 11514, ""name"": ""social satire""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",6.908351,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's A Bear Getting The Family Together!,4.3,20
People I Know,2002-11-21,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,False,63,5.4,3.8289999999999997,20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,11458,"[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2134, ""name"": ""press""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9302, ""name"": ""exzess""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 34038, ""name"": ""intrigue""}]",en,People I Know,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,6.377308,[],"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-21,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.5,48
Spellbound,2002-11-13,This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C.,False,65,7.3,3.705,1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,4174,"[{""id"": 1453, ""name"": ""amnesia""}, {""id"": 4924, ""name"": ""insane asylum""}, {""id"": 9937, ""name"": ""suspense""}]",en,Spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",11.145914999999999,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-12-28,7000000,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The maddest love that ever possessed a woman.,7.3,160
The Crime of Padre Amaro,2002-10-01,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,False,66,6.3,3.696,1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://padreamaro.ad2.com/site/home_eng.htm,542,"[{""id"": 1786, ""name"": ""heart attack""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2151, ""name"": ""drug crime""}, {""id"": 2697, ""name"": ""mexican province""}, {""id"": 2698, ""name"": ""celibacy""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 209987, ""name"": ""new mexican cinema""}]",es,El Crimen del Padre Amaro,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,2.1794279999999997,"[{""name"": ""Instituto Mexicano de Cinematograf\u00eda"", ""id"": 299}, {""name"": ""Alameda Films"", ""id"": 300}, {""name"": ""Cinecolor-M\u00e9xico"", ""id"": 301}, {""name"": ""Cinecolor-Argentina"", ""id"": 303}, {""name"": ""Artcam y Fonds Sud Cin\u00e9ma"", ""id"": 304}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2002-10-01,0,118.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Lead us not into temptation,6.2,36
Max,2002-09-10,"In 1918, a young, disillusioned Adolph Hitler strikes up a friendship with a Jewish art dealer while weighing a life of passion for art vs. talent at politics",False,48,6.3,3.648,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,272878,"[{""id"": 3541, ""name"": ""afghanistan""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 172291, ""name"": ""grieving""}]",en,Max,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,14.136476000000002,"[{""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Reel Chefs Catering"", ""id"": 83397}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-26,43967255,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Best Friend. Hero. Marine.,6.8,276
Highway,2002-01-01,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",False,64,5.7,3.642,14000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",,18808,"[{""id"": 167043, ""name"": ""road movie""}]",en,Highway,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",3.419685,"[{""name"": ""Alex Entertainment Inc."", ""id"": 50893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-01,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It started as a desperate escape and became the wildest ride of their lives,5.6,37
Full Frontal,2002-08-02,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",False,38,4.8,3.633,2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,15186,"[{""id"": 10183, ""name"": ""independent film""}]",en,Full Frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",1.9568599999999998,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Populist Pictures"", ""id"": 14729}, {""name"": ""Monophonic Inc."", ""id"": 69989}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,2506446,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everybody Needs A Release,4.8,26
Morvern Callar,2002-12-20,"Morvern Callar wakes on Christmas morning to discover that her troubled boyfriend has committed suicide, leaving behind the unpublished manuscript to his first novel and a sum of money intended to pay for his burial. Instead, Morvern attempts to use both to reinvent her life.",False,61,7.1,3.553,0,"[{""id"": 18, ""name"": ""Drama""}]",,18602,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",en,Morvern Callar,"Following her boyfriend's suicide, supermarket clerk Morvern Callar passes off his unpublished novel as her own...",2.5079119999999997,"[{""name"": ""Company Pictures"", ""id"": 11842}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2002-01-01,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,7.2,34
Deuces Wild,2002-05-03,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",False,45,5.4,3.4019999999999997,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.mgm.com/sites/deuceswild/intro/,13201,"[{""id"": 10726, ""name"": ""gang""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 41352, ""name"": ""drug overdose""}]",en,Deuces Wild,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",0.7534810000000001,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-03,0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some lines should never be crossed.,5.5,34
Brown Sugar,2002-10-05,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",False,50,6.8,3.388,8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,37964,[],en,Brown Sugar,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",3.501158,[],[],2002-10-05,27362712,109.0,[],Released,When did you first fall in love with hip-hop?,7.0,31
Poolhall Junkies,2002-06-07,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,False,36,6.7,3.324,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,14293,"[{""id"": 2348, ""name"": ""hustler""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10499, ""name"": ""pool""}]",en,Poolhall Junkies,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,5.90259,"[{""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-07,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's your shot. Take it.,6.5,25
All or Nothing,2002-05-17,"Penny works at a supermarket and Phil is a gentle taxi-driver. Penny’s love for Phil has run dry and they lead joyless lives with their two children, Rachel, a cleaner, and Rory, who is unemployed and aggressive.",False,53,7.1,3.3160000000000003,9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,12454,[],en,All or Nothing,"Penny's love for her partner, taxi-driver Phil, has run dry. He is a gentle, philosophical guy, and she works on the checkout at a supermarket...",2.872281,"[{""name"": ""Les Films Alain Sarde"", ""id"": 635}, {""name"": ""Thin Man Films"", ""id"": 10100}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-05-17,0,128.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,7.0,33
Red Dragon,2002-09-29,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",False,1900,6.9,3.202,78000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",,9533,"[{""id"": 6259, ""name"": ""psychopath""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 18525, ""name"": ""fbi agent""}]",en,Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",10.083905,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-29,209196298,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Before the Silence.,6.7,1115
The Crocodile Hunter: Collision Course,2002-07-26,"Aussie adventurer Steve Irwin aka The Crocodile Hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. What Steve doesn't know is that the crocodile has innocently swallowed a top secret US satellite beacon, and the poachers are actually American special agents sent to retrieve it. Crikey! In the Outback and through the bush with his wife Terri's ever-present commentary ringing out over the countryside (""That was a close one, Steve!""), the Crocodile Hunter is out to save the gorgeous croc and relocate him. It won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem.",False,44,5.2,2.972,0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,17043,"[{""id"": 3185, ""name"": ""crocodile""}]",en,The Crocodile Hunter: Collision Course,"Aussie adventurer Steve Irwin aka The Crocodile Hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. What Steve doesn't know is that the crocodile has innocently swallowed a top secret US satellite beacon, and the poachers are actually American special agents sent to retrieve it. Crikey! In the Outback and through the bush with his wife Terri's ever-present commentary ringing out over the countryside (""That was a close one, Steve!""), the Crocodile Hunter is out to save the gorgeous croc and relocate him. It won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem.",1.7149720000000002,"[{""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Discovery Channel Pictures"", ""id"": 7492}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""J&M Entertainment"", ""id"": 12474}, {""name"": ""Animal Planet"", ""id"": 63105}, {""name"": ""Winchester Films"", ""id"": 68063}, {""name"": ""Best Picture Show Company, The"", ""id"": 68064}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,33082548,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His First Big-Screen Adventure!,5.3,34
Mondays in the Sun,2002-09-27,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and the unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during protest against the closure. José is bitter that his wife, Ana, is employed when he is not. The gap between them is widening and he is fearful that she will leave him for a co-worker. Despite arthritic legs, Ana endures night shifts at a fish factory and thinks her looks are now lost. Not everyone seems to agree including her boss. Lino, an aging family man doggedly pursuing positions beyond his qualifications. The oldest member of the group, Amador, has degenerated into alcoholism after being abandoned by his wife; maintaining an increasingly transparent pretense that his wife will soon return from holiday.",False,69,7.0,2.844,4000000,"[{""id"": 18, ""name"": ""Drama""}]",,54580,"[{""id"": 514, ""name"": ""spain""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 8029, ""name"": ""drama""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 186804, ""name"": ""shipyard""}, {""id"": 186805, ""name"": ""peseta""}]",es,Los lunes al sol,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and the unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during protest against the closure. José is bitter that his wife, Ana, is employed when he is not. The gap between them is widening and he is fearful that she will leave him for a co-worker. Despite arthritic legs, Ana endures night shifts at a fish factory and thinks her looks are now lost. Not everyone seems to agree including her boss. Lino, an aging family man doggedly pursuing positions beyond his qualifications. The oldest member of the group, Amador, has degenerated into alcoholism after being abandoned by his wife; maintaining an increasingly transparent pretense that his wife will soon return from holiday.",3.6631080000000003,"[{""name"": ""V\u00eda Digital"", ""id"": 357}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Continental Producciones"", ""id"": 6279}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Televisi\u00f3n de Galicia (TVG) S.A."", ""id"": 10050}, {""name"": ""Antena 3 Televisi\u00f3n"", ""id"": 11737}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""El\u00edas Querejeta Producciones Cinematogr\u00e1ficas S.L."", ""id"": 12009}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Quo Vadis Cin\u00e9ma"", ""id"": 12011}, {""name"": ""Eyescreen S.r.l."", ""id"": 12012}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-09-27,146402,113.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,This film is not based on a real story. It is based on thousands.,7.1,36
Real Women Have Curves,2002-01-13,"Freshly graduated from high school, Ana receives a full scholarship to Columbia University. Her very traditional, old-world parents feel that now is the time for Ana to help provide for the family, not the time for college.",False,32,6.0,2.844,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,30309,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",en,Real Women Have Curves,"There's more to Ana Garcia than meets the eye. Should she leave home, go to college and experience life? Or stay home, get married, and keep working in her sister’s struggling garment factory? It may seem like an east decision, but for 18 year-old Ana, every choice she makes this summer will change her life. At home, she is bound to a mother who wants her to become someone she's not. But at school, she's encouraged by a teacher who sees her potential and adored by a boyfriend who loves her for who she is. Right now, Ana may be making clothes for less shapely women. But she's about to discover that real women take chances, have flaws, embrace life, and above all, have curves!",1.026243,[],[],2002-01-01,0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.8,19
Juwanna Mann,2002-06-21,"A basketball star is booted out of the NBA when his on-court antics go too far, so he poses as a woman and joins the WUBA.",False,37,5.0,2.687,15600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.juwannamann.com/,35696,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 11746, ""name"": ""hit in crotch""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 12091, ""name"": ""the star spangled banner""}]",en,Juwanna Mann,"A basketball star is booted out of the NBA when his on-court antics go too far, so he poses as a woman and joins the WUBA.",2.2449470000000002,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-21,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,4.2,20
City of Ghosts,2002-01-01,"A con man travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for",False,25,6.0,2.293,0,"[{""id"": 53, ""name"": ""Thriller""}]",,31932,[],en,City of Ghosts,"A con man (Dillon) travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for",2.64486,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-01,0,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.4,18
Alive,2002-09-12,"Tenshu is imprisoned and sentenced to death for murdering the men who raped his girlfriend. However, he manages to survive his execution and is presented with an option: face another execution attempt or subject himself to their bizarre and dangerous experiments.",False,19,5.6,2.239,32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,7305,"[{""id"": 7912, ""name"": ""rugby""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11116, ""name"": ""plane wreck""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 155372, ""name"": ""freezing""}, {""id"": 199076, ""name"": ""disaster movie""}]",en,Alive,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",14.48851,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-01-15,36733909,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,They survived the impossible...by doing the unthinkable.,6.7,374
Better Luck Tomorrow,2002-01-12,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,False,35,6.6,2.201,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,14290,[],en,Better Luck Tomorrow,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,3.877036,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-12,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never underestimate an overachiever.,6.5,27
Blue Car,2002-01-11,"Gifted 18-year-old Meg has been abandoned by her father and neglected by her hardworking mother. Left to care for her emotionally disturbed younger sister, her world begins to unravel. She finds an outlet in writing poetry and support from her English teacher, Mr. Auster. But what started out as a mentoring relationship begins to get a bit more complex.",False,18,6.6,2.19,1000000,"[{""id"": 18, ""name"": ""Drama""}]",,46989,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]",en,Blue Car,"Gifted 18-year-old Meg has been abandoned by her father and neglected by her hardworking mother. Left to care for her emotionally disturbed younger sister, her world begins to unravel. She finds an outlet in writing poetry and support from her English teacher, Mr. Auster. But what started out as a mentoring relationship begins to get a bit more complex.",0.6726949999999999,[],[],2002-01-11,464000,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ready or not... the future comes just the same.,6.7,13
Raising Victor Vargas,2002-05-16,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.",False,22,7.5,2.171,800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.lhp.com.sg/victor/,25461,"[{""id"": 10183, ""name"": ""independent film""}]",en,Raising Victor Vargas,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.",3.6436620000000004,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-16,2816116,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,7.8,13
New Year's Eve,2002-11-18,A young woman brings out the worst in a group of friends on New Year's Eve.,False,1,4.0,1.96,56000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,62838,"[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 1675, ""name"": ""illustrator""}, {""id"": 42923, ""name"": ""caterer""}, {""id"": 43591, ""name"": ""pedicab""}, {""id"": 48711, ""name"": ""ticket""}, {""id"": 68820, ""name"": ""videoconferencing""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,21.219292000000003,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-08,142044638,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The one night anything is possible.,5.7,718
